"hgb_fs_item_de","hgb_fs_item_en","account_usage_type","account_number","account_name_de","account_name_en","account_class","account_group_de","account_group_en","account_flags","is_range","range_start","range_end","is_postable"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9171 00","Variables Kapital - Umbuchungen VH","Variable capital - VH transfers",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9172 00","Verlust-/Vortragskonto - Umbuchungen VH","Loss/carried forward account - transfers VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9173 00","Kapitalkonto III - Umbuchungen VH","Capital account III - VH transfers",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"eingeforderte ausstehende Einlagen","Claimed outstanding deposits","F","9174 00","Ausstehende Einlagen auf das Komplementär-Kapital, eingefordert - Umbuchungen VH","Outstanding deposits on general partner capital, claimed - transfers VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9175 00","Verrechnungskonto für Einzahlungsverpflichtungen - Umbuchungen VH","Settlement account for deposit obligations - transfers VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","R","9176 00","Verrechnungskonto für Einzahlungsverpflichtungen - Umbuchungen VH","Settlement account for deposit obligations - transfers VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9176 00",,"false"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9180 00","Kommandit-Kapital - Umbuchungen TH","Limited partnership capital - transfers TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9181 00","Variables Kapital - Umbuchungen TH","Variable capital - transfers TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9182 00","Verlustausgleichskonto - Umbuchungen TH","Loss settlement account - transfers TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9183 00","Kapitalkonto III - Umbuchungen TH","Capital account III - transfers TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"eingeforderte ausstehende Einlagen","Claimed outstanding deposits","F","9184 00","Ausstehende Einlagen auf das Kommandit-Kapital, eingefordert - Umbuchungen TH","Outstanding contributions to limited partner capital, claimed - transfers TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9185 00","Verrechnungskonto für Einzahlungsverpflichtungen - Umbuchungen TH","Clearing account for deposit obligations - transfers TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9186 00","Privatsteuern Kapitalertragsteuer (TH), FK","Private taxes Capital gains tax (TH), FK",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9187 00","Privatsteuern Solidaritätszuschlag (TH), FK","Private taxes solidarity surcharge (TH), FK",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9188 00","Privatsteuern Kirchensteuer (TH), FK","Private taxes Church tax (TH), FK",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9189 00","Verrechnungskonto für Umbuchungen zwischen Gesellschafter- Eigenkapitalkonten","Clearing account for transfers between shareholder equity accounts",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9190 00","Gegenkonto für statistische Mengeneinheiten 9101-91028) Konten","Offset account for statistical units of measure 9101-91028) Accounts",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9199 00","Gegenkonto zu 91358) Konten und","offsetting account to 91358) accounts and",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9200 00","Beschäftigte Personen","People employed",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","R","9201 00","Beschäftigte Personen","People employed",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9201 00",,"false"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9208 00","Statistisches Konto für den Kennziffernteil Bilanz/BWA7)","Statistical account for the balance sheet/BWA7 key figure section)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9209 00","Gegenkonto zu","Offset account to",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9210 00","Produktive Löhne","Productive wages",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9219 00","Gegenkonto zu","Offset account to",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9220 00","Gezeichnetes Kapital in DM (Art. Abs. S. EGHGB)","Subscribed capital in DM (Art. para. S. EGHGB)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders","F","9229 00","Gegenkonto zu Konto","Offset account to account",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9240 00","Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten","Investment liabilities in the case of benefit liabilities",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9241 00","Investitionsverbindlichkeiten aus Sachanlagekäufen bei Leistungsverbindlichkeiten","Investment liabilities from property, plant and equipment purchases in the case of performance liabilities",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9242 00","Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten","Investment liabilities from purchases of intangible assets in the case of performance liabilities",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9243 00","Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten","Investment liabilities from purchases of financial assets in the case of performance liabilities",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9244 00","Gegenkonto zu Konten 9240-9243","Offset account to accounts 9240-9243",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9245 00","Forderungen aus Sachanlageverkäufen bei sonstigen Vermögensgegenständen","Receivables from property, plant and equipment sales of other assets",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9246 00","Forderungen aus Verkäufen immaterieller Vermögensgegenstände bei sonstigen Vermögensgegenstän- den","Receivables from sales of intangible assets in the case of other assets",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9247 00","Forderungen aus Verkäufen von Finanzanlagen bei sonstigen Vermögensgegenständen","Receivables from sales of financial investments in other assets",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten oder Forderungen gegen Gesellschafter","Liabilities to limited partners or claims against limited partners or claims against shareholders",,"9249 00","Gegenkonto zu Konten 9245-9247","Offset account to accounts 9245-9247",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
